,filename,author,description,viewcount,rating,likes,dislikes,duration,length,keywords,published,colors_1_red,colors_1_blue,colors_1_green,colors_2_red,colors_2_blue,colors_2_green,colors_3_red,colors_3_blue,colors_3_green,colors_4_red,colors_4_blue,colors_4_green,colors_5_red,colors_5_blue,colors_5_green,colors_6_red,colors_6_blue,colors_6_green,colors_7_red,colors_7_blue,colors_7_green,colors_8_red,colors_8_blue,colors_8_green,colors_9_red,colors_9_blue,colors_9_green,colors_10_red,colors_10_blue,colors_10_green,genre
10,K Camp - Free Money ft. Slim Jxmmi.mp4,KCampVEVO,"K Camp “Lyric Ave” EP
iTunes: http://smarturl.it/LyricAve
Apple Music: http://smarturl.it/LyricAve.ap
Google Play: http://smarturl.it/LyricAve.gp
Amazon: http://smarturl.it/LyricAve.amz
Spotify: http://smarturl.it/LyricAve.sp 

Music video by K Camp performing Free Money. (C) 2016 Interscope Records

http://vevo.ly/vD2aOu",234764,4.8907418251,6125,172,00:03:14,194,"[Camp, Free, Money, Family, Ties, Interscope, Hip, Hop]",2016-11-15 18:00:01,24,24,25,24,24,24,37,36,37,61,79,74,128,128,129,24,26,21,71,71,72,73,82,77,62,65,67,26,26,25,rap
11,Troy Ave - Chuck Norris (Official Video).mp4,TroyAveVEVO,"Get the project, ""Roland Collins"". Out Now!
iTunes: https://itunes.apple.com/us/album/roland-collins/id1142036098?uo=4&at=1001l3Iq&ct=888915261682&app=itunes
Google Play: https://play.google.com/store/music/album/Troy_Ave_Roland_Collins?id=Bcowzzfoumy6izs66zy2iumabwu&PAffiliateID=1101l3z7&PCamRefID=888915261682

Music video by Troy Ave performing Chuck Norris (Official Video). 2016 BSB Records / EMPIRE

http://vevo.ly/6r6bOn",35386,4.92698812485,753,14,00:05:37,337,"[Troy, Ave, Chuck, Norris, (Official, Video), BSB, Records, EMPIRE, Rap/Hip-Hop]",2016-11-15 13:00:03,0,0,0,58,60,61,32,31,31,84,86,88,51,51,51,50,50,50,54,57,55,65,65,66,35,36,36,48,48,47,rap
12,Young Thug - Webbie feat Duke [Official Video].mp4,Young Thug,"Young Thug - Webbie (feat. Duke)

Get your tickets to the HiHorsed Tour: http://youngthugtours.com/

No, My Name Is JEFFERY
Spotify: http://flyt.it/NoMyNameIsJefferySp
iTunes: http://flyt.it/NoMyNameIsJeffery 
Apple Music: http://flyt.it/NoMyNameIsJefferyAp
Google Play: http://flyt.it/NoMyNameIsJefferyGp
Amazon: http://flyt.it/NoMyNameIsJefferyAm

Follow Thug
Instagram: http://instagram.com/thuggerthugger1
Twitter: http://www.twitter.com/youngthug
Facebook: http://www.facebook.com/youngthugmusic
Snapchat: ThuggerSnap",2396611,4.90687656403,51687,1232,00:04:15,255,"[Young thug, Webbie, My Name Is Jeffery, Jeffery, Wyclef, Kanye West, Duke, Power, Hercules, Best Friend, Slime Season]",2016-11-14 21:42:54,11,11,11,13,12,11,24,24,24,46,46,46,41,41,74,35,37,37,28,28,28,69,65,62,53,49,45,68,69,70,rap
13,Meek Mill - Blue Notes [Official Music Video].mp4,MeekMillTV,"Meek Mill - Blue Notes

DC4 Available Now
iTunes - http://smarturl.it/DownloadDC4
Spotify - http://smarturl.it/StreamDC4
Google Play - http://smarturl.it/DC4GP
Apple Music - http://smarturl.it/DC4Appl

Follow Meek
Instagram - https://www.instagram.com/meekmill
Facebook - https://www.facebook.com/MeekMill
Twitter - https://twitter.com/meekmill",2402778,4.85743331909,33686,1245,00:03:45,225,"[Meek Mill, Blue Notes, DC4, Dream Chasers, Philly, Philadelphia]",2016-11-11 15:42:44,0,0,0,85,85,85,72,71,71,18,18,18,76,76,76,72,72,72,51,51,51,70,70,70,64,64,64,83,83,19,rap
14,Soulja Boy & Bow Wow - Fucking Up A Check.mp4,Soulja Boy,"Soulja Boy ft. Bow Wow - Fucking Up A Check
iTunes: https://itunes.apple.com/us/album/ignorant-s**t/id1169565310
Spotify: https://open.spotify.com/album/1MGYWeKubYjreck6kp14XD
Directed by: Teddy Knock
Produced by: Possible Philly
SODMG Records
http://www.twitter.com/souljaboy
http://www.facebook.com/souljaboy
http://www.instagram.com/souljaboy",157349,4.48066282272,3465,517,00:03:58,238,"[soulja boy, sodmg, swag, soulja, trap, crank, pop, videos, bow wow, ignorant shit, soulja boy tell 'em, fucking up a check]",2016-11-08 08:50:40,0,39,40,61,61,61,83,159,159,145,143,142,60,60,60,76,77,76,55,18,15,34,34,53,41,41,40,13,26,17,rap
15,Ty Dolla $ign - Campaign ft. Future [Music Video].mp4,Ty Dolla $ign,"Campaign Available Now! 
Download: http://smarturl.it/GetCampaign?IQid=ty.yt
Stream: http://smarturl.it/CampaignSP?IQid=ty.yt

Directed by Alex Bittan
DP - Bryant Jansen
Production Design - Cody Fusina
EP - Danielle Hinde
Producer - Antonio Flores
Co-producer - Michael Utsinger
Co-producer - Sara Ramaker
Production Co. - Doomsday Ent.
Editor - Chris Simmons

Connect with Ty Dolla $ign: 
Website – http://dollasignworld.com
Facebook – http://fb.com/tydollasign
Twitter – http://twitter.com/tydollasign
Subscribe – http://smarturl.it/TyDollaSignYT
Instagram – http://instagram.com/tydollasign
SoundCloud – http://soundcloud.com/tydollasign
Official Webstore – http://atlr.ec/TDSMerchYT",2883529,4.91603374481,64594,1385,00:04:00,240,"[Ty Dolla $ign, Ty Dolla Sign, Ty$, Ty Dolla, Future, Freebandz, Future Hendrix, Campaign, Hip-Hop, Rap, Atlantic Records, Taylor Gang, West Coast Rap, Taylor Gang Records]",2016-11-07 23:49:07,0,0,0,36,36,36,73,73,74,78,77,77,23,23,24,30,30,30,25,25,25,11,13,14,77,75,74,62,63,64,rap
16,DJ Esco feat Future - Check On Me [Official Video].mp4,DJ Esco TV,Directed by Eif Rivera,53242,4.88692569733,275,8,00:04:15,255, ,2016-11-07 23:13:44,0,0,0,88,89,89,51,51,52,95,95,95,105,105,105,114,114,81,60,60,60,44,44,44,46,46,46,63,63,64,rap
17,Nick Cannon - If I Was Your Man ft. Jeremih.mp4,NickCannonVEVO,"Music video for If I Was Your Man ft. Jeremih performed by Nick Cannon.

http://www.nickcannon.com
https://www.facebook.com/NickCannon
https://twitter.com/nickcannon
https://www.instagram.com/nickcannon
https://itunes.apple.com/us/artist/nick-cannon/id3641339

Copyright (C) 2016 Ncredible Ent.

http://vevo.ly/qWBnNi",673549,3.83308672905,8614,3548,00:02:41,161,"[Nick, Cannon, If, Was, Your, Man, (Clean), NCredible, Entertainment, Rap/Hip-Hop]",2016-11-07 14:30:00,0,0,0,64,65,65,111,118,123,37,37,37,134,128,122,91,91,90,92,93,94,97,97,97,110,110,110,157,156,154,rap
18,Young Dolph - Foreva ft. T.I..mp4,YoungDolphVEVO,"Get the project, ""Rich Crack Baby"".
iTunes: https://itunes.apple.com/us/album/rich-crack-baby/id1147461104?uo=4&at=1001l3Iq&ct=888915268063&app=itunes
Spotify: https://open.spotify.com/album/0c5QIo4MTyneCPZtXjr7BX
Google Play: https://play.google.com/music/preview/Bddke6p5arggc5zmesvgbnxpxaa?PAffiliateID=1101l3z7

Music video by Young Dolph feat. T.I. performing Foreva. 2016 Paper Route Empire

http://vevo.ly/t0YVbC",1204519,4.86229133606,17950,640,00:03:52,232,"[Young, Dolph, Foreva, Paper, Route, Empire, Rap/Hip-Hop]",2016-11-07 12:00:02,0,0,0,2,2,2,19,19,19,5,5,5,6,6,6,77,77,77,64,63,61,85,85,85,6,6,6,68,68,68,rap
19,French Montana - XPlicit ft. Miguel.mp4,FrenchMontanaVEVO,"XPlicit feat. Miguel is available at:
iTunes: http://smarturl.it/XPlicit
Apple Music: http://smarturl.it/XPlicit_AM
Amazon: http://smarturl.it/XPlicit_Dig
Spotify http://smarturl.it/XPlicit_Sptfy
Google Play: http://smarturl.it/XPlicit_GP
Tidal http://smarturl.it/XPlicit_Tidal
Soundcloud: http://smarturl.it/XPlicit_SC

www.frenchmontanamusic.com
https://www.instagram.com/frenchmontana
https://twitter.com/FrencHMonTanA
https://www.facebook.com/FrenchMontanaOfficial

(C) 2016 Epic Records, a division of Sony Music Entertainment/Bad Boy Entertainment

http://vevo.ly/DHtLrk",978110,4.83016824722,16035,711,00:03:45,225,"[Rap, No Shopping, French Montana feat. Miguel, Bad Boy Entertainment, Bad Boy Entertainment/Epic Records, XPlicit, French, Figure It Out, MC, Boys, Mac & Cheese 4, Kodak Black, Puff Daddy & The Family, Lockjaw, Excuse My French, Mac & Cheese, Drake, Hip Hop, MC4]",2016-11-05 22:00:01,71,71,71,27,49,50,18,18,18,58,66,71,18,18,18,35,35,35,25,25,25,48,48,50,67,67,65,22,22,22,rap
20,B.o.B -  Air Bender.mp4,B.o.B,"Elements Album
Get it here on https://itunes.apple.com/us/album/elements/id1171166144
and follow B.o.B 
Instagram @Bob 
Twitter @bobatl
Elements is comprised of 37 tracks. It is entirely self-produced. Buy the album, share your thoughts in the comments, and listen to the rest of B.o.B.'s elemental album.",198293,4.887383461,5523,160,00:03:07,187,"[B.o.B, air bender, elements, flat earth]",2016-11-04 18:26:06,0,0,0,12,16,19,71,71,70,126,126,126,87,86,85,117,116,116,82,83,77,72,73,73,55,55,55,70,66,71,rap
