,filename,author,description,viewcount,rating,likes,dislikes,duration,length,keywords,published,colors_1_red,colors_1_blue,colors_1_green,colors_2_red,colors_2_blue,colors_2_green,colors_3_red,colors_3_blue,colors_3_green,colors_4_red,colors_4_blue,colors_4_green,colors_5_red,colors_5_blue,colors_5_green,colors_6_red,colors_6_blue,colors_6_green,colors_7_red,colors_7_blue,colors_7_green,colors_8_red,colors_8_blue,colors_8_green,colors_9_red,colors_9_blue,colors_9_green,colors_10_red,colors_10_blue,colors_10_green,genre
10,Blake Shelton - Neon Light (Official Audio).mp4,Blake Shelton,"Download the new album from Blake Shelton, BRINGING BACK THE SUNSHINE, including the new single ""Neon Light"": http://smarturl.it/bbts

Stream on Spotify: http://smarturl.it/neonlightspotify
http://www.blakeshelton.com
https://twitter.com/blakeshelton
https://www.facebook.com/blakeshelton",3834797,4.84246444702,17464,716,00:03:45,225,"[Blake Shelton (Musical Artist), Music (TV Genre), Bringing Back The Sunshine, Country (Musical Genre), Neon Light, The Voice (Award-Winning Work), My Eyes (Composition), Neon Lights (Composition), Neon Lights, Blake Shelton Boys' round here, Blake Shelton (Musical Album), Blake Shelton Neon Lights, Doin' What She likes, God Gave Me You (Composition), Sure Be Cool If You Did (Composition), Honey Bee (Composition), Blake Shelton Honey Bee, Mine Would Be You]",2014-08-19 18:31:56,88,88,88,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,86,86,86,86,86,86,86,86,86,country
11,Jason Aldean - Burnin' It Down (Lyric Video).mp4,JasonAldeanVEVO,"OLD BOOTS, NEW DIRT Available Everywhere.  Get it here: http://smarturl.it/oldbootsnewdirt 
Video by Ford Fairchild 

Subscribe: http://smarturl.it/jasonaldeanchannel

Follow Jason:
http://www.jasonaldean.com
https://twitter.com/Jason_aldean
https://www.facebook.com/jasonaldean
http://instagram.com/jasonaldean

Join the mailing list: http://www.jasonaldean.com

Music video by Jason Aldean performing Burnin' It Down (Lyric Video). (C) 2014 Broken Bow Records",20293672,4.78173923492,81626,4711,00:03:43,223,"[Burnin', It, Down, (Lyric, Video), Broken Bow Records, Jason Aldean, Country]",2014-07-22 07:00:04,0,0,0,9,9,9,13,13,13,16,16,16,17,18,18,23,23,22,29,29,29,30,38,45,56,56,56,14,14,14,country
12,Kenny Chesney - Flora-Bama (Audio).mp4,KennyChesneyVEVO,"The Big Revival – Available Now
iTunes: http://smarturl.it/thebigrevival
Amazon Music: http://smarturl.it/amzthebigrevival
Google Play: http://smarturl.it/googleplayTBR",1328033,4.76771593094,4639,286,00:04:34,274,"[Kenny Chesney, Flora-Bama (Audio), Country, Blue Chair Records, LLC / Columbia Nashville]",2014-08-12 07:00:00,0,0,0,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,country
13,Tim McGraw - Lookin' For That Girl.mp4,TimMcGrawVEVO,"Download Now! http://smarturl.it/Tmthatgirl

Pre-order the new album, Sundown Heaven Town today on iTunes! smarturl.it/heaventown

Music video by Tim McGraw performing Lookin' For That Girl. (C) 2014 McGraw Music, LLC.",6884017,4.75022554398,24939,1661,00:03:27,207,"[Tim, McGraw, Lookin', For, That, Girl, Big, Machine, Records, LLC, Country]",2014-03-14 07:00:01,0,0,0,31,31,32,54,51,47,23,20,17,18,17,17,37,37,37,19,19,20,41,51,56,82,82,82,74,74,74,country
14,Chase Rice - Ready Set Roll.mp4,TheChaseRiceVEVO,Music video by Chase Rice performing Ready Set Roll. (C) 2014 Dack Janiels Records,16134853,4.82768726349,59688,2687,00:03:11,191,"[Dack Janiels Records, Ready Set Roll, Country, Chase Rice]",2014-01-30 08:00:00,0,0,0,29,32,35,83,83,83,90,96,159,26,27,28,111,111,111,87,87,91,64,64,48,63,63,62,56,56,56,country
15,Jason Aldean - 1994.mp4,JasonAldeanVEVO,"“1994” from Night Train, available here: http://smarturl.it/aldean-nighttrain

Subscribe to Jason’s channel: http://smarturl.it/jasonaldeanchannel

Follow Jason:
http://www.jasonaldean.com
https://twitter.com/Jason_aldean
https://www.facebook.com/jasonaldean
http://instagram.com/jasonaldean
https://www.youtube.com/jasonaldean

Join the mailing list: http://www.jasonaldean.com",8829147,4.78631019592,29732,1678,00:03:11,191,"[Jason, Aldean, 1994, Broken, Bow, Records, Country, BBRMusicGroup]",2013-04-19 19:01:13,0,0,0,92,92,92,48,47,47,90,91,89,35,35,35,169,169,169,126,126,128,88,88,88,114,114,114,104,105,105,country
16,Brantley Gilbert - Bottoms Up.mp4,BrantleyGilbertVEVO,"Get Brantley Gilbert's song ""Bottoms Up"" here:
iTunes: http://smarturl.it/bgbu 
Amazon: http://smarturl.it/bgbua 

“Bottoms Up” can be found on Brantley’s latest album JUST AS I AM PLATINUM EDITION:   http://smarturl.it/JustAsIAmP 

Music video by Brantley Gilbert performing Bottoms Up. (C) 2013 The Valory Music Co., LLC",98491376,4.76163816452,400890,25403,00:04:51,291,"[Brantley, Gilbert, Bottoms, Up, The, Valory, Music, Co., LLC, Country]",2013-12-17 08:00:01,0,0,0,11,6,3,62,63,63,45,45,45,40,39,38,21,20,20,24,24,24,60,59,59,40,41,41,16,16,16,country
17,Florida Georgia Line - This Is How We Roll ft. Luke Bryan.mp4,FlaGeorgiaLineVEVO,Music video by Florida Georgia Line performing This Is How We Roll. (C) 2014 Universal Republic Nashville Records,92577824,4.75165605545,363271,24047,00:04:00,240,"[Florida, Georgia, Line, This, Is, How, We, Roll, Republic, Nashville, Country]",2014-03-08 08:00:01,0,0,4,69,69,69,122,122,122,43,44,44,42,42,42,71,71,72,112,112,112,29,30,29,19,52,55,51,52,56,country
18,Jason Aldean - My Kinda Party.3gp,JasonAldeanVEVO,"The title track from My Kinda Party, available here: http://smarturl.it/aldean-mykindaparty

Subscribe to Jason’s channel: http://smarturl.it/jasonaldeanchannel

Follow Jason:
http://www.jasonaldean.com
https://twitter.com/Jason_aldean
https://www.facebook.com/jasonaldean
http://instagram.com/jasonaldean
https://www.youtube.com/jasonaldean

Join the mailing list: http://www.jasonaldean.com",26169350,4.84201526642,78696,3236,00:03:54,234,"[Jason, Aldean, My, Kinda, Party, Broken, Bow, Records, Country, BBRMusicGroup]",2010-09-29 21:28:58,0,0,176,15,15,16,30,31,31,74,50,54,33,33,34,5,7,9,25,24,25,21,21,20,30,30,30,4,3,2,country
19,"Brantley Gilbert - Small Town Throwdown ft. Justin Moore, Thomas Rhett.mp4",BrantleyGilbertVEVO,"Small Town Throwdown can be found on Brantley’s latest release JUST AS I AM, click here to purchase on iTunes & Google Play: http://smarturl.it/JustAsIAmP

Music video by Brantley Gilbert performing Small Town Throwdown. (C) 2014 The Valory Music Co., LLC",16979550,4.82845497131,67979,3046,00:04:22,262,"[Brantley, Gilbert, Small, Town, Throwdown, The, Valory, Music, Company, LLC, Country]",2014-08-02 04:00:01,9,20,31,66,66,66,94,94,94,72,72,72,59,59,59,40,41,42,38,38,39,31,30,31,26,26,26,36,36,36,country
20,Eric Church - Creepin'.mp4,EricChurchVEVO,"Purchase Eric Church’s latest music: http://umgn.us/ericchurchpurchase
Stream the latest from Eric Church: http://umgn.us/ericchurchstream
Sign up to receive email updates from Eric Church: http://umgn.us/ericchurchupdates

Website: http://ericchurch.com/
Facebook: https://facebook.com/ericchurch
Instagram: https://instagram.com/ericchurchmusic
Twitter: https://twitter.com/ericchurch

Music video by Eric Church performing Creepin'. (P) (C) 2012 EMI Records Nashville. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records Nashville, 3322 West End Avenue, 11th Floor, Nashville, TN   37203",10555008,4.81689834595,40149,1926,00:03:55,235,"[Eric, Church, Creepin', EMI, Records, Nashville, Country]",2012-09-14 16:01:25,0,0,0,165,165,165,117,115,114,42,43,44,120,120,120,51,51,51,68,68,65,109,118,124,76,68,63,56,50,47,country
